Referenzstring|Style|Literaturtyp|BibTeX
"Terry Yue Zhuo. 2024. ICE-Score: Instructing Large Language Models to Evaluate Code. In, Yvette Graham and Matthew Purver (Eds.), Findings of the Association for Computational Linguistics: EACL 2024. Association for Computational Linguistics, St. Julian's, Malta, (March 2024), 2232–2242. URL: https://aclanthology.org/2024.findings-eacl.148
"|acm|inproceedings|"@inproceedings{zhuo-2024-ice,
    title = ""{ICE}-Score: Instructing Large Language Models to Evaluate Code"",
    author = ""Zhuo, Terry Yue"",
    editor = ""Graham, Yvette  and
      Purver, Matthew"",
    booktitle = ""Findings of the Association for Computational Linguistics: EACL 2024"",
    month = mar,
    year = ""2024"",
    address = ""St. Julian{'}s, Malta"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2024.findings-eacl.148"",
    pages = ""2232--2242"",
}
"
"Siun Kim, Jung-Hyun Won, David Lee, Renqian Luo, Lijun Wu, Tao Qin, and Howard Lee. 2024. CReSE: Benchmark Data and Automatic Evaluation Framework for Recommending Eligibility Criteria from Clinical Trial Information. In, Yvette Graham and Matthew Purver (Eds.), Findings of the Association for Computational Linguistics: EACL 2024. Association for Computational Linguistics, St. Julian's, Malta, (March 2024), 2243–2273. URL: https://aclanthology.org/2024.findings-eacl.149
"|acm|inproceedings|"@inproceedings{kim-etal-2024-crese,
    title = ""{CR}e{SE}: Benchmark Data and Automatic Evaluation Framework for Recommending Eligibility Criteria from Clinical Trial Information"",
    author = ""Kim, Siun  and
      Won, Jung-Hyun  and
      Lee, David  and
      Luo, Renqian  and
      Wu, Lijun  and
      Qin, Tao  and
      Lee, Howard"",
    editor = ""Graham, Yvette  and
      Purver, Matthew"",
    booktitle = ""Findings of the Association for Computational Linguistics: EACL 2024"",
    month = mar,
    year = ""2024"",
    address = ""St. Julian{'}s, Malta"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2024.findings-eacl.149"",
    pages = ""2243--2273"",
}
"
"Christoph Leiter, Hoa Nguyen, and Steffen Eger. 2024. BMX: Boosting Natural Language Generation Metrics with Explainability. In, Yvette Graham and Matthew Purver (Eds.), Findings of the Association for Computational Linguistics: EACL 2024. Association for Computational Linguistics, St. Julian's, Malta, (March 2024), 2274–2288. URL: https://aclanthology.org/2024.findings-eacl.150
"|acm|inproceedings|"@inproceedings{leiter-etal-2024-bmx,
    title = ""{BMX}: Boosting Natural Language Generation Metrics with Explainability"",
    author = ""Leiter, Christoph  and
      Nguyen, Hoa  and
      Eger, Steffen"",
    editor = ""Graham, Yvette  and
      Purver, Matthew"",
    booktitle = ""Findings of the Association for Computational Linguistics: EACL 2024"",
    month = mar,
    year = ""2024"",
    address = ""St. Julian{'}s, Malta"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2024.findings-eacl.150"",
    pages = ""2274--2288"",
}
"
"Wei Fang, Yung-Sung Chuang, and James Glass. 2024. Joint Inference of Retrieval and Generation for Passage Re-ranking. In, Yvette Graham and Matthew Purver (Eds.), Findings of the Association for Computational Linguistics: EACL 2024. Association for Computational Linguistics, St. Julian's, Malta, (March 2024), 2289–2298. URL: https://aclanthology.org/2024.findings-eacl.151
"|acm|inproceedings|"@inproceedings{fang-etal-2024-joint,
    title = ""Joint Inference of Retrieval and Generation for Passage Re-ranking"",
    author = ""Fang, Wei  and
      Chuang, Yung-Sung  and
      Glass, James"",
    editor = ""Graham, Yvette  and
      Purver, Matthew"",
    booktitle = ""Findings of the Association for Computational Linguistics: EACL 2024"",
    month = mar,
    year = ""2024"",
    address = ""St. Julian{'}s, Malta"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2024.findings-eacl.151"",
    pages = ""2289--2298"",
}
"
"Jianguo Zhang, Kun Qian, Zhiwei Liu, Shelby Heinecke, Rui Meng, Ye Liu, Zhou Yu, Huan Wang, Silvio Savarese, and Caiming Xiong. 2024. DialogStudio: Towards Richest and Most Diverse Unified Dataset Collection for Conversational AI. In, Yvette Graham and Matthew Purver (Eds.), Findings of the Association for Computational Linguistics: EACL 2024. Association for Computational Linguistics, St. Julian's, Malta, (March 2024), 2299–2315. URL: https://aclanthology.org/2024.findings-eacl.152
"|acm|inproceedings|"@inproceedings{zhang-etal-2024-dialogstudio,
    title = ""{D}ialog{S}tudio: Towards Richest and Most Diverse Unified Dataset Collection for Conversational {AI}"",
    author = ""Zhang, Jianguo  and
      Qian, Kun  and
      Liu, Zhiwei  and
      Heinecke, Shelby  and
      Meng, Rui  and
      Liu, Ye  and
      Yu, Zhou  and
      Wang, Huan  and
      Savarese, Silvio  and
      Xiong, Caiming"",
    editor = ""Graham, Yvette  and
      Purver, Matthew"",
    booktitle = ""Findings of the Association for Computational Linguistics: EACL 2024"",
    month = mar,
    year = ""2024"",
    address = ""St. Julian{'}s, Malta"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2024.findings-eacl.152"",
    pages = ""2299--2315"",
}
"
"Rodrigo Wilkens, Patrick Watrin, Rémi Cardon, Alice Pintard, Isabelle Gribomont, and Thomas François. 2024. Exploring hybrid approaches to readability: experiments on the complementarity between linguistic features and transformers. In, Yvette Graham and Matthew Purver (Eds.), Findings of the Association for Computational Linguistics: EACL 2024. Association for Computational Linguistics, St. Julian's, Malta, (March 2024), 2316–2331. URL: https://aclanthology.org/2024.findings-eacl.153
"|acm|inproceedings|"@inproceedings{wilkens-etal-2024-exploring,
    title = ""Exploring hybrid approaches to readability: experiments on the complementarity between linguistic features and transformers"",
    author = ""Wilkens, Rodrigo  and
      Watrin, Patrick  and
      Cardon, R{\'e}mi  and
      Pintard, Alice  and
      Gribomont, Isabelle  and
      Fran{\c{c}}ois, Thomas"",
    editor = ""Graham, Yvette  and
      Purver, Matthew"",
    booktitle = ""Findings of the Association for Computational Linguistics: EACL 2024"",
    month = mar,
    year = ""2024"",
    address = ""St. Julian{'}s, Malta"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2024.findings-eacl.153"",
    pages = ""2316--2331"",
}
"
"Maxime Fily, Guillaume Wisniewski, Severine Guillaume, Gilles Adda, and Alexis Michaud. 2024. Establishing degrees of closeness between audio recordings along different dimensions using large-scale cross-lingual models. In, Yvette Graham and Matthew Purver (Eds.), Findings of the Association for Computational Linguistics: EACL 2024. Association for Computational Linguistics, St. Julian's, Malta, (March 2024), 2332–2341. URL: https://aclanthology.org/2024.findings-eacl.154
"|acm|inproceedings|"@inproceedings{fily-etal-2024-establishing,
    title = ""Establishing degrees of closeness between audio recordings along different dimensions using large-scale cross-lingual models"",
    author = ""Fily, Maxime  and
      Wisniewski, Guillaume  and
      Guillaume, Severine  and
      Adda, Gilles  and
      Michaud, Alexis"",
    editor = ""Graham, Yvette  and
      Purver, Matthew"",
    booktitle = ""Findings of the Association for Computational Linguistics: EACL 2024"",
    month = mar,
    year = ""2024"",
    address = ""St. Julian{'}s, Malta"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2024.findings-eacl.154"",
    pages = ""2332--2341"",
}
"
"Paul Youssef, Jörg Schlötterer, and Christin Seifert. 2024. The Queen of England is not England's Queen: On the Lack of Factual Coherency in PLMs. In, Yvette Graham and Matthew Purver (Eds.), Findings of the Association for Computational Linguistics: EACL 2024. Association for Computational Linguistics, St. Julian's, Malta, (March 2024), 2342–2354. URL: https://aclanthology.org/2024.findings-eacl.155
"|acm|inproceedings|"@inproceedings{youssef-etal-2024-queen,
    title = ""The Queen of {E}ngland is not {E}ngland{'}s Queen: On the Lack of Factual Coherency in {PLM}s"",
    author = {Youssef, Paul  and
      Schl{\""o}tterer, J{\""o}rg  and
      Seifert, Christin},
    editor = ""Graham, Yvette  and
      Purver, Matthew"",
    booktitle = ""Findings of the Association for Computational Linguistics: EACL 2024"",
    month = mar,
    year = ""2024"",
    address = ""St. Julian{'}s, Malta"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2024.findings-eacl.155"",
    pages = ""2342--2354"",
}
"
"Minh Nguyen, Nghi Bui, Truong Son Hy, Long Tran-Thanh, and Tien Nguyen. 2024. HierarchyNet: Learning to Summarize Source Code with Heterogeneous Representations. In, Yvette Graham and Matthew Purver (Eds.), Findings of the Association for Computational Linguistics: EACL 2024. Association for Computational Linguistics, St. Julian's, Malta, (March 2024), 2355–2367. URL: https://aclanthology.org/2024.findings-eacl.156
"|acm|inproceedings|"@inproceedings{nguyen-etal-2024-hierarchynet,
    title = ""{H}ierarchy{N}et: Learning to Summarize Source Code with Heterogeneous Representations"",
    author = ""Nguyen, Minh  and
      Bui, Nghi  and
      Hy, Truong Son  and
      Tran-Thanh, Long  and
      Nguyen, Tien"",
    editor = ""Graham, Yvette  and
      Purver, Matthew"",
    booktitle = ""Findings of the Association for Computational Linguistics: EACL 2024"",
    month = mar,
    year = ""2024"",
    address = ""St. Julian{'}s, Malta"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2024.findings-eacl.156"",
    pages = ""2355--2367"",
}
"
"Vincent Jung and Lonneke Plas. 2024. Understanding the effects of language-specific class imbalance in multilingual fine-tuning. In, Yvette Graham and Matthew Purver (Eds.), Findings of the Association for Computational Linguistics: EACL 2024. Association for Computational Linguistics, St. Julian's, Malta, (March 2024), 2368–2376. URL: https://aclanthology.org/2024.findings-eacl.157
"|acm|inproceedings|"@inproceedings{jung-plas-2024-understanding,
    title = ""Understanding the effects of language-specific class imbalance in multilingual fine-tuning"",
    author = ""Jung, Vincent  and
      Plas, Lonneke"",
    editor = ""Graham, Yvette  and
      Purver, Matthew"",
    booktitle = ""Findings of the Association for Computational Linguistics: EACL 2024"",
    month = mar,
    year = ""2024"",
    address = ""St. Julian{'}s, Malta"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2024.findings-eacl.157"",
    pages = ""2368--2376"",
}
"
"Wei Zhao, Zhitao Hou, Siyuan Wu, Yan Gao, Haoyu Dong, Yao Wan, Hongyu Zhang, Yulei Sui, and Haidong Zhang. 2024. NL2Formula: Generating Spreadsheet Formulas from Natural Language Queries. In, Yvette Graham and Matthew Purver (Eds.), Findings of the Association for Computational Linguistics: EACL 2024. Association for Computational Linguistics, St. Julian's, Malta, (March 2024), 2377–2388. URL: https://aclanthology.org/2024.findings-eacl.158
"|acm|inproceedings|"@inproceedings{zhao-etal-2024-nl2formula,
    title = ""{NL}2{F}ormula: Generating Spreadsheet Formulas from Natural Language Queries"",
    author = ""Zhao, Wei  and
      Hou, Zhitao  and
      Wu, Siyuan  and
      Gao, Yan  and
      Dong, Haoyu  and
      Wan, Yao  and
      Zhang, Hongyu  and
      Sui, Yulei  and
      Zhang, Haidong"",
    editor = ""Graham, Yvette  and
      Purver, Matthew"",
    booktitle = ""Findings of the Association for Computational Linguistics: EACL 2024"",
    month = mar,
    year = ""2024"",
    address = ""St. Julian{'}s, Malta"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2024.findings-eacl.158"",
    pages = ""2377--2388"",
}
"
"Pierluigi Cassotti, Francesco Periti, Stefano de Pascale, Haim Dubossarsky, and Nina Tahmasebi. 2024. Computational modeling of semantic change. In, Mohsen Mesgar and Sharid Loáiciga (Eds.), Proceedings of the 18th Conference of the European Chapter of the Association for Computational Linguistics: Tutorial Abstracts. Association for Computational Linguistics, St. Julian's, Malta, (March 2024), 1–8. URL: https://aclanthology.org/2024.eacl-tutorials.1
"|acm|inproceedings|"@inproceedings{cassotti-etal-2024-computational,
    title = ""Computational modeling of semantic change"",
    author = ""Cassotti, Pierluigi  and
      Periti, Francesco  and
      de Pascale, Stefano  and
      Dubossarsky, Haim  and
      Tahmasebi, Nina"",
    editor = ""Mesgar, Mohsen  and
      Lo{\'a}iciga, Sharid"",
    booktitle = ""Proceedings of the 18th Conference of the European Chapter of the Association for Computational Linguistics: Tutorial Abstracts"",
    month = mar,
    year = ""2024"",
    address = ""St. Julian{'}s, Malta"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2024.eacl-tutorials.1"",
    pages = ""1--8"",
}
"
"John P. Lalor, Pedro Rodriguez, João Sedoc, and Jose Hernandez-Orallo. 2024. Item Response Theory for Natural Language Processing. In, Mohsen Mesgar and Sharid Loáiciga (Eds.), Proceedings of the 18th Conference of the European Chapter of the Association for Computational Linguistics: Tutorial Abstracts. Association for Computational Linguistics, St. Julian's, Malta, (March 2024), 9–13. URL: https://aclanthology.org/2024.eacl-tutorials.2
"|acm|inproceedings|"@inproceedings{lalor-etal-2024-item,
    title = ""Item Response Theory for Natural Language Processing"",
    author = ""Lalor, John P.  and
      Rodriguez, Pedro  and
      Sedoc, Jo{\~a}o  and
      Hernandez-Orallo, Jose"",
    editor = ""Mesgar, Mohsen  and
      Lo{\'a}iciga, Sharid"",
    booktitle = ""Proceedings of the 18th Conference of the European Chapter of the Association for Computational Linguistics: Tutorial Abstracts"",
    month = mar,
    year = ""2024"",
    address = ""St. Julian{'}s, Malta"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2024.eacl-tutorials.2"",
    pages = ""9--13"",
}
"
"Carl Edwards, Qingyun Wang, and Heng Ji. 2024. Language + Molecules. In, Mohsen Mesgar and Sharid Loáiciga (Eds.), Proceedings of the 18th Conference of the European Chapter of the Association for Computational Linguistics: Tutorial Abstracts. Association for Computational Linguistics, St. Julian's, Malta, (March 2024), 14–20. URL: https://aclanthology.org/2024.eacl-tutorials.3
"|acm|inproceedings|"@inproceedings{edwards-etal-2024-language,
    title = ""Language + Molecules"",
    author = ""Edwards, Carl  and
      Wang, Qingyun  and
      Ji, Heng"",
    editor = ""Mesgar, Mohsen  and
      Lo{\'a}iciga, Sharid"",
    booktitle = ""Proceedings of the 18th Conference of the European Chapter of the Association for Computational Linguistics: Tutorial Abstracts"",
    month = mar,
    year = ""2024"",
    address = ""St. Julian{'}s, Malta"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2024.eacl-tutorials.3"",
    pages = ""14--20"",
}
"
"Hosein Mohebbi, Jaap Jumelet, Michael Hanna, Afra Alishahi, and Willem Zuidema. 2024. Transformer-specific Interpretability. In, Mohsen Mesgar and Sharid Loáiciga (Eds.), Proceedings of the 18th Conference of the European Chapter of the Association for Computational Linguistics: Tutorial Abstracts. Association for Computational Linguistics, St. Julian's, Malta, (March 2024), 21–26. URL: https://aclanthology.org/2024.eacl-tutorials.4
"|acm|inproceedings|"@inproceedings{mohebbi-etal-2024-transformer,
    title = ""Transformer-specific Interpretability"",
    author = ""Mohebbi, Hosein  and
      Jumelet, Jaap  and
      Hanna, Michael  and
      Alishahi, Afra  and
      Zuidema, Willem"",
    editor = ""Mesgar, Mohsen  and
      Lo{\'a}iciga, Sharid"",
    booktitle = ""Proceedings of the 18th Conference of the European Chapter of the Association for Computational Linguistics: Tutorial Abstracts"",
    month = mar,
    year = ""2024"",
    address = ""St. Julian{'}s, Malta"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2024.eacl-tutorials.4"",
    pages = ""21--26"",
}
"
"Firoj Alam, Shammur Absar Chowdhury, Sabri Boughorbel, and Maram Hasanain. 2024. LLMs for Low Resource Languages in Multilingual, Multimodal and Dialectal Settings. In, Mohsen Mesgar and Sharid Loáiciga (Eds.), Proceedings of the 18th Conference of the European Chapter of the Association for Computational Linguistics: Tutorial Abstracts. Association for Computational Linguistics, St. Julian's, Malta, (March 2024), 27–33. URL: https://aclanthology.org/2024.eacl-tutorials.5
"|acm|inproceedings|"@inproceedings{alam-etal-2024-llms,
    title = ""{LLM}s for Low Resource Languages in Multilingual, Multimodal and Dialectal Settings"",
    author = ""Alam, Firoj  and
      Chowdhury, Shammur Absar  and
      Boughorbel, Sabri  and
      Hasanain, Maram"",
    editor = ""Mesgar, Mohsen  and
      Lo{\'a}iciga, Sharid"",
    booktitle = ""Proceedings of the 18th Conference of the European Chapter of the Association for Computational Linguistics: Tutorial Abstracts"",
    month = mar,
    year = ""2024"",
    address = ""St. Julian{'}s, Malta"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2024.eacl-tutorials.5"",
    pages = ""27--33"",
}
"
"Juhwan Choi, Kyohoon Jin, Junho Lee, Sangmin Song, and YoungBin Kim. 2024. AutoAugment Is What You Need: Enhancing Rule-based Augmentation Methods in Low-resource Regimes. In, Neele Falk, Sara Papi, and Mike Zhang (Eds.), Proceedings of the 18th Conference of the European Chapter of the Association for Computational Linguistics: Student Research Workshop. Association for Computational Linguistics, St. Julian's, Malta, (March 2024), 1–8. URL: https://aclanthology.org/2024.eacl-srw.1
"|acm|inproceedings|"@inproceedings{choi-etal-2024-autoaugment,
    title = ""{A}uto{A}ugment Is What You Need: Enhancing Rule-based Augmentation Methods in Low-resource Regimes"",
    author = ""Choi, Juhwan  and
      Jin, Kyohoon  and
      Lee, Junho  and
      Song, Sangmin  and
      Kim, YoungBin"",
    editor = ""Falk, Neele  and
      Papi, Sara  and
      Zhang, Mike"",
    booktitle = ""Proceedings of the 18th Conference of the European Chapter of the Association for Computational Linguistics: Student Research Workshop"",
    month = mar,
    year = ""2024"",
    address = ""St. Julian{'}s, Malta"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2024.eacl-srw.1"",
    pages = ""1--8"",
}
"
"Yuto Nishida, Makoto Morishita, Hidetaka Kamigaito, and Taro Watanabe. 2024. Generating Diverse Translation with Perturbed $k$NN-MT. In, Neele Falk, Sara Papi, and Mike Zhang (Eds.), Proceedings of the 18th Conference of the European Chapter of the Association for Computational Linguistics: Student Research Workshop. Association for Computational Linguistics, St. Julian's, Malta, (March 2024), 9–31. URL: https://aclanthology.org/2024.eacl-srw.2
"|acm|inproceedings|"@inproceedings{nishida-etal-2024-generating,
    title = ""Generating Diverse Translation with Perturbed $k${NN}-{MT}"",
    author = ""Nishida, Yuto  and
      Morishita, Makoto  and
      Kamigaito, Hidetaka  and
      Watanabe, Taro"",
    editor = ""Falk, Neele  and
      Papi, Sara  and
      Zhang, Mike"",
    booktitle = ""Proceedings of the 18th Conference of the European Chapter of the Association for Computational Linguistics: Student Research Workshop"",
    month = mar,
    year = ""2024"",
    address = ""St. Julian{'}s, Malta"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2024.eacl-srw.2"",
    pages = ""9--31"",
}
"
"Asma Yamani, Raghad Alziyady, Reem AlYami, Salma Albelali, Leina Albelali, Jawharah Almulhim, Amjad Alsulami, Motaz Alfarraj, and Rabeah Al-Zaidy. 2024. The KIND Dataset: A Social Collaboration Approach for Nuanced Dialect Data Collection. In, Neele Falk, Sara Papi, and Mike Zhang (Eds.), Proceedings of the 18th Conference of the European Chapter of the Association for Computational Linguistics: Student Research Workshop. Association for Computational Linguistics, St. Julian's, Malta, (March 2024), 32–43. URL: https://aclanthology.org/2024.eacl-srw.3
"|acm|inproceedings|"@inproceedings{yamani-etal-2024-kind,
    title = ""The {KIND} Dataset: A Social Collaboration Approach for Nuanced Dialect Data Collection"",
    author = ""Yamani, Asma  and
      Alziyady, Raghad  and
      AlYami, Reem  and
      Albelali, Salma  and
      Albelali, Leina  and
      Almulhim, Jawharah  and
      Alsulami, Amjad  and
      Alfarraj, Motaz  and
      Al-Zaidy, Rabeah"",
    editor = ""Falk, Neele  and
      Papi, Sara  and
      Zhang, Mike"",
    booktitle = ""Proceedings of the 18th Conference of the European Chapter of the Association for Computational Linguistics: Student Research Workshop"",
    month = mar,
    year = ""2024"",
    address = ""St. Julian{'}s, Malta"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2024.eacl-srw.3"",
    pages = ""32--43"",
}
"
"Maria Irena Szawerna. 2024. Can Stanza be Used for Part-of-Speech Tagging Historical Polish? In, Neele Falk, Sara Papi, and Mike Zhang (Eds.), Proceedings of the 18th Conference of the European Chapter of the Association for Computational Linguistics: Student Research Workshop. Association for Computational Linguistics, St. Julian's, Malta, (March 2024), 44–49. URL: https://aclanthology.org/2024.eacl-srw.4
"|acm|inproceedings|"@inproceedings{szawerna-2024-stanza,
    title = ""Can Stanza be Used for Part-of-Speech Tagging Historical {P}olish?"",
    author = ""Szawerna, Maria Irena"",
    editor = ""Falk, Neele  and
      Papi, Sara  and
      Zhang, Mike"",
    booktitle = ""Proceedings of the 18th Conference of the European Chapter of the Association for Computational Linguistics: Student Research Workshop"",
    month = mar,
    year = ""2024"",
    address = ""St. Julian{'}s, Malta"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2024.eacl-srw.4"",
    pages = ""44--49"",
}
"
"Renze Lou and Wenpeng Yin. 2024. Toward Zero-Shot Instruction Following. In, Neele Falk, Sara Papi, and Mike Zhang (Eds.), Proceedings of the 18th Conference of the European Chapter of the Association for Computational Linguistics: Student Research Workshop. Association for Computational Linguistics, St. Julian's, Malta, (March 2024), 50–60. URL: https://aclanthology.org/2024.eacl-srw.5
"|acm|inproceedings|"@inproceedings{lou-yin-2024-toward,
    title = ""Toward Zero-Shot Instruction Following"",
    author = ""Lou, Renze  and
      Yin, Wenpeng"",
    editor = ""Falk, Neele  and
      Papi, Sara  and
      Zhang, Mike"",
    booktitle = ""Proceedings of the 18th Conference of the European Chapter of the Association for Computational Linguistics: Student Research Workshop"",
    month = mar,
    year = ""2024"",
    address = ""St. Julian{'}s, Malta"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2024.eacl-srw.5"",
    pages = ""50--60"",
}
"
"Iñigo Parra. 2024. UnMASKed: Quantifying Gender Biases in Masked Language Models through Linguistically Informed Job Market Prompts. In, Neele Falk, Sara Papi, and Mike Zhang (Eds.), Proceedings of the 18th Conference of the European Chapter of the Association for Computational Linguistics: Student Research Workshop. Association for Computational Linguistics, St. Julian's, Malta, (March 2024), 61–70. URL: https://aclanthology.org/2024.eacl-srw.6
"|acm|inproceedings|"@inproceedings{parra-2024-unmasked,
    title = ""{U}n{MASK}ed: Quantifying Gender Biases in Masked Language Models through Linguistically Informed Job Market Prompts"",
    author = ""Parra, I{\~n}igo"",
    editor = ""Falk, Neele  and
      Papi, Sara  and
      Zhang, Mike"",
    booktitle = ""Proceedings of the 18th Conference of the European Chapter of the Association for Computational Linguistics: Student Research Workshop"",
    month = mar,
    year = ""2024"",
    address = ""St. Julian{'}s, Malta"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2024.eacl-srw.6"",
    pages = ""61--70"",
}
"
"Yiheng Shu and Zhiwei Yu. 2024. Distribution Shifts Are Bottlenecks: Extensive Evaluation for Grounding Language Models to Knowledge Bases. In, Neele Falk, Sara Papi, and Mike Zhang (Eds.), Proceedings of the 18th Conference of the European Chapter of the Association for Computational Linguistics: Student Research Workshop. Association for Computational Linguistics, St. Julian's, Malta, (March 2024), 71–88. URL: https://aclanthology.org/2024.eacl-srw.7
"|acm|inproceedings|"@inproceedings{shu-yu-2024-distribution,
    title = ""Distribution Shifts Are Bottlenecks: Extensive Evaluation for Grounding Language Models to Knowledge Bases"",
    author = ""Shu, Yiheng  and
      Yu, Zhiwei"",
    editor = ""Falk, Neele  and
      Papi, Sara  and
      Zhang, Mike"",
    booktitle = ""Proceedings of the 18th Conference of the European Chapter of the Association for Computational Linguistics: Student Research Workshop"",
    month = mar,
    year = ""2024"",
    address = ""St. Julian{'}s, Malta"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2024.eacl-srw.7"",
    pages = ""71--88"",
}
"
"Rohan Potta, Mallika Asthana, Siddhant Yadav, Nidhi Goyal, Sai Patnaik, and Parul Jain. 2024. AttriSage: Product Attribute Value Extraction Using Graph Neural Networks. In, Neele Falk, Sara Papi, and Mike Zhang (Eds.), Proceedings of the 18th Conference of the European Chapter of the Association for Computational Linguistics: Student Research Workshop. Association for Computational Linguistics, St. Julian's, Malta, (March 2024), 89–94. URL: https://aclanthology.org/2024.eacl-srw.8
"|acm|inproceedings|"@inproceedings{potta-etal-2024-attrisage,
    title = ""{A}ttri{S}age: Product Attribute Value Extraction Using Graph Neural Networks"",
    author = ""Potta, Rohan  and
      Asthana, Mallika  and
      Yadav, Siddhant  and
      Goyal, Nidhi  and
      Patnaik, Sai  and
      Jain, Parul"",
    editor = ""Falk, Neele  and
      Papi, Sara  and
      Zhang, Mike"",
    booktitle = ""Proceedings of the 18th Conference of the European Chapter of the Association for Computational Linguistics: Student Research Workshop"",
    month = mar,
    year = ""2024"",
    address = ""St. Julian{'}s, Malta"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2024.eacl-srw.8"",
    pages = ""89--94"",
}
"
"Cem Uluoglakci and Tugba Temizel. 2024. HypoTermQA: Hypothetical Terms Dataset for Benchmarking Hallucination Tendency of LLMs. In, Neele Falk, Sara Papi, and Mike Zhang (Eds.), Proceedings of the 18th Conference of the European Chapter of the Association for Computational Linguistics: Student Research Workshop. Association for Computational Linguistics, St. Julian's, Malta, (March 2024), 95–136. URL: https://aclanthology.org/2024.eacl-srw.9
"|acm|inproceedings|"@inproceedings{uluoglakci-temizel-2024-hypotermqa,
    title = ""{H}ypo{T}erm{QA}: Hypothetical Terms Dataset for Benchmarking Hallucination Tendency of {LLM}s"",
    author = ""Uluoglakci, Cem  and
      Temizel, Tugba"",
    editor = ""Falk, Neele  and
      Papi, Sara  and
      Zhang, Mike"",
    booktitle = ""Proceedings of the 18th Conference of the European Chapter of the Association for Computational Linguistics: Student Research Workshop"",
    month = mar,
    year = ""2024"",
    address = ""St. Julian{'}s, Malta"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2024.eacl-srw.9"",
    pages = ""95--136"",
}
"
"Norah Alshahrani, Saied Alshahrani, Esma Wali, and Jeanna Matthews. 2024. Arabic Synonym BERT-based Adversarial Examples for Text Classification. In, Neele Falk, Sara Papi, and Mike Zhang (Eds.), Proceedings of the 18th Conference of the European Chapter of the Association for Computational Linguistics: Student Research Workshop. Association for Computational Linguistics, St. Julian's, Malta, (March 2024), 137–147. URL: https://aclanthology.org/2024.eacl-srw.10
"|acm|inproceedings|"@inproceedings{alshahrani-etal-2024-arabic,
    title = ""{A}rabic Synonym {BERT}-based Adversarial Examples for Text Classification"",
    author = ""Alshahrani, Norah  and
      Alshahrani, Saied  and
      Wali, Esma  and
      Matthews, Jeanna"",
    editor = ""Falk, Neele  and
      Papi, Sara  and
      Zhang, Mike"",
    booktitle = ""Proceedings of the 18th Conference of the European Chapter of the Association for Computational Linguistics: Student Research Workshop"",
    month = mar,
    year = ""2024"",
    address = ""St. Julian{'}s, Malta"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2024.eacl-srw.10"",
    pages = ""137--147"",
}
"
"Marc Braun and Jenny Kunz. 2024. A Hypothesis-Driven Framework for the Analysis of Self-Rationalising Models. In, Neele Falk, Sara Papi, and Mike Zhang (Eds.), Proceedings of the 18th Conference of the European Chapter of the Association for Computational Linguistics: Student Research Workshop. Association for Computational Linguistics, St. Julian's, Malta, (March 2024), 148–161. URL: https://aclanthology.org/2024.eacl-srw.11
"|acm|inproceedings|"@inproceedings{braun-kunz-2024-hypothesis,
    title = ""A Hypothesis-Driven Framework for the Analysis of Self-Rationalising Models"",
    author = ""Braun, Marc  and
      Kunz, Jenny"",
    editor = ""Falk, Neele  and
      Papi, Sara  and
      Zhang, Mike"",
    booktitle = ""Proceedings of the 18th Conference of the European Chapter of the Association for Computational Linguistics: Student Research Workshop"",
    month = mar,
    year = ""2024"",
    address = ""St. Julian{'}s, Malta"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2024.eacl-srw.11"",
    pages = ""148--161"",
}
"
