Referenzstring|Style|Literaturtyp|BibTeX
"Han, P., Kocielnik, R., Saravanan, A., Jiang, R., Sharir, O., & Anandkumar, A. (2024, March). ChatGPT based data augmentation for improved parameter-efficient debiasing of LLMs. In Chakravarthi, B. R., B, B., Buitelaar, P., Durairaj, T., Kovács, G., & García Cumbreras, M. Á. (Eds.), Proceedings of the Fourth Workshop on Language Technology for Equality, Diversity, Inclusion (pp. 73–105). Association for Computational Linguistics. St. Julian's, Malta. URL: https://aclanthology.org/2024.ltedi-1.8
"|apa|inproceedings|"@inproceedings{han-etal-2024-chatgpt,
    title = ""{C}hat{GPT} Based Data Augmentation for Improved Parameter-Efficient Debiasing of {LLM}s"",
    author = ""Han, Pengrui  and
      Kocielnik, Rafal  and
      Saravanan, Adhithya  and
      Jiang, Roy  and
      Sharir, Or  and
      Anandkumar, Anima"",
    editor = {Chakravarthi, Bharathi Raja  and
      B, Bharathi  and
      Buitelaar, Paul  and
      Durairaj, Thenmozhi  and
      Kov{\'a}cs, Gy{\""o}rgy  and
      Garc{\'\i}a Cumbreras, Miguel {\'A}ngel},
    booktitle = ""Proceedings of the Fourth Workshop on Language Technology for Equality, Diversity, Inclusion"",
    month = mar,
    year = ""2024"",
    address = ""St. Julian's, Malta"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2024.ltedi-1.8"",
    pages = ""73--105"",
}
"
"Jablotschkin, S., Teich, E., & Zinsmeister, H. (2024, March). DE-lite - a new corpus of easy German: compilation, exploration, analysis. In Chakravarthi, B. R., B, B., Buitelaar, P., Durairaj, T., Kovács, G., & García Cumbreras, M. Á. (Eds.), Proceedings of the Fourth Workshop on Language Technology for Equality, Diversity, Inclusion (pp. 106–117). Association for Computational Linguistics. St. Julian's, Malta. URL: https://aclanthology.org/2024.ltedi-1.9
"|apa|inproceedings|"@inproceedings{jablotschkin-etal-2024-de,
    title = ""{DE}-Lite - a New Corpus of Easy {G}erman: Compilation, Exploration, Analysis"",
    author = ""Jablotschkin, Sarah  and
      Teich, Elke  and
      Zinsmeister, Heike"",
    editor = {Chakravarthi, Bharathi Raja  and
      B, Bharathi  and
      Buitelaar, Paul  and
      Durairaj, Thenmozhi  and
      Kov{\'a}cs, Gy{\""o}rgy  and
      Garc{\'\i}a Cumbreras, Miguel {\'A}ngel},
    booktitle = ""Proceedings of the Fourth Workshop on Language Technology for Equality, Diversity, Inclusion"",
    month = mar,
    year = ""2024"",
    address = ""St. Julian's, Malta"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2024.ltedi-1.9"",
    pages = ""106--117"",
}
"
"Suhr, K. & Roth, M. (2024, March). A diachronic analysis of gender-neutral language on wikiHow. In Chakravarthi, B. R., B, B., Buitelaar, P., Durairaj, T., Kovács, G., & García Cumbreras, M. Á. (Eds.), Proceedings of the Fourth Workshop on Language Technology for Equality, Diversity, Inclusion (pp. 118–123). Association for Computational Linguistics. St. Julian's, Malta. URL: https://aclanthology.org/2024.ltedi-1.10
"|apa|inproceedings|"@inproceedings{suhr-roth-2024-diachronic,
    title = ""A Diachronic Analysis of Gender-Neutral Language on wiki{H}ow"",
    author = ""Suhr, Katharina  and
      Roth, Michael"",
    editor = {Chakravarthi, Bharathi Raja  and
      B, Bharathi  and
      Buitelaar, Paul  and
      Durairaj, Thenmozhi  and
      Kov{\'a}cs, Gy{\""o}rgy  and
      Garc{\'\i}a Cumbreras, Miguel {\'A}ngel},
    booktitle = ""Proceedings of the Fourth Workshop on Language Technology for Equality, Diversity, Inclusion"",
    month = mar,
    year = ""2024"",
    address = ""St. Julian's, Malta"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2024.ltedi-1.10"",
    pages = ""118--123"",
}
"
"Chakravarthi, B. R., Kumaresan, P., Priyadharshini, R., Buitelaar, P., Hegde, A., Shashirekha, H., Rajiakodi, S., García, M. Á., Jiménez-Zafra, S. M., García-Díaz, J., Valencia-García, R., Ponnusamy, K., Shetty, P., & García-Baena, D. (2024, March). Overview of third shared task on homophobia and transphobia detection in social media comments. In Chakravarthi, B. R., B, B., Buitelaar, P., Durairaj, T., Kovács, G., & García Cumbreras, M. Á. (Eds.), Proceedings of the Fourth Workshop on Language Technology for Equality, Diversity, Inclusion (pp. 124–132). Association for Computational Linguistics. St. Julian's, Malta. URL: https://aclanthology.org/2024.ltedi-1.11
"|apa|inproceedings|"@inproceedings{chakravarthi-etal-2024-overview,
    title = ""Overview of Third Shared Task on Homophobia and Transphobia Detection in Social Media Comments"",
    author = ""Chakravarthi, Bharathi Raja  and
      Kumaresan, Prasanna  and
      Priyadharshini, Ruba  and
      Buitelaar, Paul  and
      Hegde, Asha  and
      Shashirekha, Hosahalli  and
      Rajiakodi, Saranya  and
      Garc{\'\i}a, Miguel {\'A}ngel  and
      Jim{\'e}nez-Zafra, Salud Mar{\'\i}a  and
      Garc{\'\i}a-D{\'\i}az, Jos{\'e}  and
      Valencia-Garc{\'\i}a, Rafael  and
      Ponnusamy, Kishore  and
      Shetty, Poorvi  and
      Garc{\'\i}a-Baena, Daniel"",
    editor = {Chakravarthi, Bharathi Raja  and
      B, Bharathi  and
      Buitelaar, Paul  and
      Durairaj, Thenmozhi  and
      Kov{\'a}cs, Gy{\""o}rgy  and
      Garc{\'\i}a Cumbreras, Miguel {\'A}ngel},
    booktitle = ""Proceedings of the Fourth Workshop on Language Technology for Equality, Diversity, Inclusion"",
    month = mar,
    year = ""2024"",
    address = ""St. Julian's, Malta"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2024.ltedi-1.11"",
    pages = ""124--132"",
}
"
"B, B., Chakravarthi, B. R., N, S., Natarajan, R., & S, S. (2024, March). Overview of the third shared task on speech recognition for vulnerable individuals in Tamil. In Chakravarthi, B. R., B, B., Buitelaar, P., Durairaj, T., Kovács, G., & García Cumbreras, M. Á. (Eds.), Proceedings of the Fourth Workshop on Language Technology for Equality, Diversity, Inclusion (pp. 133–138). Association for Computational Linguistics. St. Julian's, Malta. URL: https://aclanthology.org/2024.ltedi-1.12
"|apa|inproceedings|"@inproceedings{b-etal-2024-overview,
    title = ""Overview of the Third Shared Task on Speech Recognition for Vulnerable Individuals in {T}amil"",
    author = ""B, Bharathi  and
      Chakravarthi, Bharathi Raja  and
      N, Sripriya  and
      Natarajan, Rajeswari  and
      S, Suhasini"",
    editor = {Chakravarthi, Bharathi Raja  and
      B, Bharathi  and
      Buitelaar, Paul  and
      Durairaj, Thenmozhi  and
      Kov{\'a}cs, Gy{\""o}rgy  and
      Garc{\'\i}a Cumbreras, Miguel {\'A}ngel},
    booktitle = ""Proceedings of the Fourth Workshop on Language Technology for Equality, Diversity, Inclusion"",
    month = mar,
    year = ""2024"",
    address = ""St. Julian's, Malta"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2024.ltedi-1.12"",
    pages = ""133--138"",
}
"
"Chakravarthi, B. R., Rajiakodi, S., Ponnusamy, R., Pannerselvam, K., Madasamy, A. K., Rajalakshmi, R., LekshmiAmmal, H., Kizhakkeparambil, A., S Kumar, S., Sivagnanam, B., & Rajkumar, C. (2024, March). Overview of shared task on multitask meme classification - unraveling misogynistic and trolls in online memes. In Chakravarthi, B. R., B, B., Buitelaar, P., Durairaj, T., Kovács, G., & García Cumbreras, M. Á. (Eds.), Proceedings of the Fourth Workshop on Language Technology for Equality, Diversity, Inclusion (pp. 139–144). Association for Computational Linguistics. St. Julian's, Malta. URL: https://aclanthology.org/2024.ltedi-1.13
"|apa|inproceedings|"@inproceedings{chakravarthi-etal-2024-overview-shared,
    title = ""Overview of Shared Task on Multitask Meme Classification - Unraveling Misogynistic and Trolls in Online Memes"",
    author = ""Chakravarthi, Bharathi Raja  and
      Rajiakodi, Saranya  and
      Ponnusamy, Rahul  and
      Pannerselvam, Kathiravan  and
      Madasamy, Anand Kumar  and
      Rajalakshmi, Ramachandran  and
      LekshmiAmmal, Hariharan  and
      Kizhakkeparambil, Anshid  and
      S Kumar, Susminu  and
      Sivagnanam, Bhuvaneswari  and
      Rajkumar, Charmathi"",
    editor = {Chakravarthi, Bharathi Raja  and
      B, Bharathi  and
      Buitelaar, Paul  and
      Durairaj, Thenmozhi  and
      Kov{\'a}cs, Gy{\""o}rgy  and
      Garc{\'\i}a Cumbreras, Miguel {\'A}ngel},
    booktitle = ""Proceedings of the Fourth Workshop on Language Technology for Equality, Diversity, Inclusion"",
    month = mar,
    year = ""2024"",
    address = ""St. Julian's, Malta"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2024.ltedi-1.13"",
    pages = ""139--144"",
}
"
"Rajiakodi, S., Chakravarthi, B. R., Ponnusamy, R., Kumaresan, P., Thangasamy, S., Sivagnanam, B., & Rajkumar, C. (2024, March). Overview of shared task on caste and migration hate speech detection. In Chakravarthi, B. R., B, B., Buitelaar, P., Durairaj, T., Kovács, G., & García Cumbreras, M. Á. (Eds.), Proceedings of the Fourth Workshop on Language Technology for Equality, Diversity, Inclusion (pp. 145–151). Association for Computational Linguistics. St. Julian's, Malta. URL: https://aclanthology.org/2024.ltedi-1.14
"|apa|inproceedings|"@inproceedings{rajiakodi-etal-2024-overview,
    title = ""Overview of Shared Task on Caste and Migration Hate Speech Detection"",
    author = ""Rajiakodi, Saranya  and
      Chakravarthi, Bharathi Raja  and
      Ponnusamy, Rahul  and
      Kumaresan, Prasanna  and
      Thangasamy, Sathiyaraj  and
      Sivagnanam, Bhuvaneswari  and
      Rajkumar, Charmathi"",
    editor = {Chakravarthi, Bharathi Raja  and
      B, Bharathi  and
      Buitelaar, Paul  and
      Durairaj, Thenmozhi  and
      Kov{\'a}cs, Gy{\""o}rgy  and
      Garc{\'\i}a Cumbreras, Miguel {\'A}ngel},
    booktitle = ""Proceedings of the Fourth Workshop on Language Technology for Equality, Diversity, Inclusion"",
    month = mar,
    year = ""2024"",
    address = ""St. Julian's, Malta"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2024.ltedi-1.14"",
    pages = ""145--151"",
}
"
"Alex Eponon, A., Batyrshin, I., & Sidorov, G. (2024, March). Pinealai_StressIdent_LT-EDI@EACL2024: minimal configurations for stress identification in Tamil and Telugu. In Chakravarthi, B. R., B, B., Buitelaar, P., Durairaj, T., Kovács, G., & García Cumbreras, M. Á. (Eds.), Proceedings of the Fourth Workshop on Language Technology for Equality, Diversity, Inclusion (pp. 152–156). Association for Computational Linguistics. St. Julian's, Malta. URL: https://aclanthology.org/2024.ltedi-1.15
"|apa|inproceedings|"@inproceedings{alex-eponon-etal-2024-pinealai,
    title = ""{P}inealai{\_}{S}tress{I}dent{\_}{LT}-{EDI}@{EACL}2024: Minimal configurations for Stress Identification in {T}amil and {T}elugu"",
    author = ""Alex Eponon, Anvi  and
      Batyrshin, Ildar  and
      Sidorov, Grigori"",
    editor = {Chakravarthi, Bharathi Raja  and
      B, Bharathi  and
      Buitelaar, Paul  and
      Durairaj, Thenmozhi  and
      Kov{\'a}cs, Gy{\""o}rgy  and
      Garc{\'\i}a Cumbreras, Miguel {\'A}ngel},
    booktitle = ""Proceedings of the Fourth Workshop on Language Technology for Equality, Diversity, Inclusion"",
    month = mar,
    year = ""2024"",
    address = ""St. Julian's, Malta"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2024.ltedi-1.15"",
    pages = ""152--156"",
}
"
"Manukonda, D. & Kodali, R. (2024, March). ByteLLM@LT-EDI-2024: homophobia/transphobia detection in social media comments - custom subword tokenization with Subword2Vec and BiLSTM. In Chakravarthi, B. R., B, B., Buitelaar, P., Durairaj, T., Kovács, G., & García Cumbreras, M. Á. (Eds.), Proceedings of the Fourth Workshop on Language Technology for Equality, Diversity, Inclusion (pp. 157–163). Association for Computational Linguistics. St. Julian's, Malta. URL: https://aclanthology.org/2024.ltedi-1.16
"|apa|inproceedings|"@inproceedings{manukonda-kodali-2024-bytellm,
    title = ""byte{LLM}@{LT}-{EDI}-2024: Homophobia/Transphobia Detection in Social Media Comments - Custom Subword Tokenization with {S}ubword2{V}ec and {B}i{LSTM}"",
    author = ""Manukonda, Durga  and
      Kodali, Rohith"",
    editor = {Chakravarthi, Bharathi Raja  and
      B, Bharathi  and
      Buitelaar, Paul  and
      Durairaj, Thenmozhi  and
      Kov{\'a}cs, Gy{\""o}rgy  and
      Garc{\'\i}a Cumbreras, Miguel {\'A}ngel},
    booktitle = ""Proceedings of the Fourth Workshop on Language Technology for Equality, Diversity, Inclusion"",
    month = mar,
    year = ""2024"",
    address = ""St. Julian's, Malta"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2024.ltedi-1.16"",
    pages = ""157--163"",
}
"
"Goswami, D., Puspo, S. S. C., Raihan, M. N., & Emran, A. (2024, March). MasonTigers@LT-EDI-2024: an ensemble approach towards detecting homophobia and transphobia in social media comments. In Chakravarthi, B. R., B, B., Buitelaar, P., Durairaj, T., Kovács, G., & García Cumbreras, M. Á. (Eds.), Proceedings of the Fourth Workshop on Language Technology for Equality, Diversity, Inclusion (pp. 164–172). Association for Computational Linguistics. St. Julian's, Malta. URL: https://aclanthology.org/2024.ltedi-1.17
"|apa|inproceedings|"@inproceedings{goswami-etal-2024-masontigers,
    title = ""{M}ason{T}igers@{LT}-{EDI}-2024: An Ensemble Approach Towards Detecting Homophobia and Transphobia in Social Media Comments"",
    author = ""Goswami, Dhiman  and
      Puspo, Sadiya Sayara Chowdhury  and
      Raihan, Md Nishat  and
      Emran, Al"",
    editor = {Chakravarthi, Bharathi Raja  and
      B, Bharathi  and
      Buitelaar, Paul  and
      Durairaj, Thenmozhi  and
      Kov{\'a}cs, Gy{\""o}rgy  and
      Garc{\'\i}a Cumbreras, Miguel {\'A}ngel},
    booktitle = ""Proceedings of the Fourth Workshop on Language Technology for Equality, Diversity, Inclusion"",
    month = mar,
    year = ""2024"",
    address = ""St. Julian's, Malta"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2024.ltedi-1.17"",
    pages = ""164--172"",
}
"
"Andrew, J. J. (2024, March). JudithJeyafreeda_StressIdent_LT-EDI@EACL2024: GPT for stress identification. In Chakravarthi, B. R., B, B., Buitelaar, P., Durairaj, T., Kovács, G., & García Cumbreras, M. Á. (Eds.), Proceedings of the Fourth Workshop on Language Technology for Equality, Diversity, Inclusion (pp. 173–176). Association for Computational Linguistics. St. Julian's, Malta. URL: https://aclanthology.org/2024.ltedi-1.18
"|apa|inproceedings|"@inproceedings{andrew-2024-judithjeyafreeda,
    title = ""{J}udith{J}eyafreeda{\_}{S}tress{I}dent{\_}{LT}-{EDI}@{EACL}2024: {GPT} for stress identification"",
    author = ""Andrew, Judith Jeyafreeda"",
    editor = {Chakravarthi, Bharathi Raja  and
      B, Bharathi  and
      Buitelaar, Paul  and
      Durairaj, Thenmozhi  and
      Kov{\'a}cs, Gy{\""o}rgy  and
      Garc{\'\i}a Cumbreras, Miguel {\'A}ngel},
    booktitle = ""Proceedings of the Fourth Workshop on Language Technology for Equality, Diversity, Inclusion"",
    month = mar,
    year = ""2024"",
    address = ""St. Julian's, Malta"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2024.ltedi-1.18"",
    pages = ""173--176"",
}
"
"Wong, S. & Durward, M. (2024, March). Cantnlp@LT-EDI-2024: automatic detection of anti-LGBTQ+ hate speech in under-resourced languages. In Chakravarthi, B. R., B, B., Buitelaar, P., Durairaj, T., Kovács, G., & García Cumbreras, M. Á. (Eds.), Proceedings of the Fourth Workshop on Language Technology for Equality, Diversity, Inclusion (pp. 177–183). Association for Computational Linguistics. St. Julian's, Malta. URL: https://aclanthology.org/2024.ltedi-1.19
"|apa|inproceedings|"@inproceedings{wong-durward-2024-cantnlp,
    title = ""cantnlp@{LT}-{EDI}-2024: Automatic Detection of Anti-{LGBTQ}+ Hate Speech in Under-resourced Languages"",
    author = ""Wong, Sidney  and
      Durward, Matthew"",
    editor = {Chakravarthi, Bharathi Raja  and
      B, Bharathi  and
      Buitelaar, Paul  and
      Durairaj, Thenmozhi  and
      Kov{\'a}cs, Gy{\""o}rgy  and
      Garc{\'\i}a Cumbreras, Miguel {\'A}ngel},
    booktitle = ""Proceedings of the Fourth Workshop on Language Technology for Equality, Diversity, Inclusion"",
    month = mar,
    year = ""2024"",
    address = ""St. Julian's, Malta"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2024.ltedi-1.19"",
    pages = ""177--183"",
}
"
"Tash, M., Ahani, Z., Zamir, M., Kolesnikova, O., & Sidorov, G. (2024, March). Lidoma@LT-EDI 2024:Tamil hate speech detection in migration discourse. In Chakravarthi, B. R., B, B., Buitelaar, P., Durairaj, T., Kovács, G., & García Cumbreras, M. Á. (Eds.), Proceedings of the Fourth Workshop on Language Technology for Equality, Diversity, Inclusion (pp. 184–189). Association for Computational Linguistics. St. Julian's, Malta. URL: https://aclanthology.org/2024.ltedi-1.20
"|apa|inproceedings|"@inproceedings{tash-etal-2024-lidoma,
    title = ""Lidoma@{LT}-{EDI} 2024:{T}amil Hate Speech Detection in Migration Discourse"",
    author = ""Tash, M.  and
      Ahani, Z.  and
      Zamir, M.  and
      Kolesnikova, O.  and
      Sidorov, G."",
    editor = {Chakravarthi, Bharathi Raja  and
      B, Bharathi  and
      Buitelaar, Paul  and
      Durairaj, Thenmozhi  and
      Kov{\'a}cs, Gy{\""o}rgy  and
      Garc{\'\i}a Cumbreras, Miguel {\'A}ngel},
    booktitle = ""Proceedings of the Fourth Workshop on Language Technology for Equality, Diversity, Inclusion"",
    month = mar,
    year = ""2024"",
    address = ""St. Julian's, Malta"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2024.ltedi-1.20"",
    pages = ""184--189"",
}
"
"R, J., G, J., B, P., & M, V. (2024, March). CEN_Amrita@LT-EDI 2024: a transformer based speech recognition system for vulnerable individuals in Tamil. In Chakravarthi, B. R., B, B., Buitelaar, P., Durairaj, T., Kovács, G., & García Cumbreras, M. Á. (Eds.), Proceedings of the Fourth Workshop on Language Technology for Equality, Diversity, Inclusion (pp. 190–195). Association for Computational Linguistics. St. Julian's, Malta. URL: https://aclanthology.org/2024.ltedi-1.21
"|apa|inproceedings|"@inproceedings{r-etal-2024-cen,
    title = ""{CEN}{\_}{A}mrita@{LT}-{EDI} 2024: A Transformer based Speech Recognition System for Vulnerable Individuals in {T}amil"",
    author = ""R, Jairam  and
      G, Jyothish  and
      B, Premjith  and
      M, Viswa"",
    editor = {Chakravarthi, Bharathi Raja  and
      B, Bharathi  and
      Buitelaar, Paul  and
      Durairaj, Thenmozhi  and
      Kov{\'a}cs, Gy{\""o}rgy  and
      Garc{\'\i}a Cumbreras, Miguel {\'A}ngel},
    booktitle = ""Proceedings of the Fourth Workshop on Language Technology for Equality, Diversity, Inclusion"",
    month = mar,
    year = ""2024"",
    address = ""St. Julian's, Malta"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2024.ltedi-1.21"",
    pages = ""190--195"",
}
"
"Pokrywka, J. & Jassem, K. (2024, March). Kubapok@LT-EDI 2024: evaluating transformer models for hate speech detection in Tamil. In Chakravarthi, B. R., B, B., Buitelaar, P., Durairaj, T., Kovács, G., & García Cumbreras, M. Á. (Eds.), Proceedings of the Fourth Workshop on Language Technology for Equality, Diversity, Inclusion (pp. 196–199). Association for Computational Linguistics. St. Julian's, Malta. URL: https://aclanthology.org/2024.ltedi-1.22
"|apa|inproceedings|"@inproceedings{pokrywka-jassem-2024-kubapok,
    title = ""kubapok@{LT}-{EDI} 2024: Evaluating Transformer Models for Hate Speech Detection in {T}amil"",
    author = ""Pokrywka, Jakub  and
      Jassem, Krzysztof"",
    editor = {Chakravarthi, Bharathi Raja  and
      B, Bharathi  and
      Buitelaar, Paul  and
      Durairaj, Thenmozhi  and
      Kov{\'a}cs, Gy{\""o}rgy  and
      Garc{\'\i}a Cumbreras, Miguel {\'A}ngel},
    booktitle = ""Proceedings of the Fourth Workshop on Language Technology for Equality, Diversity, Inclusion"",
    month = mar,
    year = ""2024"",
    address = ""St. Julian's, Malta"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2024.ltedi-1.22"",
    pages = ""196--199"",
}
"
"Shanmugavadivel, K., Subramanian, M., R, S., S, S., K, S., & K, N. (2024, March). KEC-AI-NLP@LT-EDI-2024:homophobia and transphobia detection in social media comments using machine learning. In Chakravarthi, B. R., B, B., Buitelaar, P., Durairaj, T., Kovács, G., & García Cumbreras, M. Á. (Eds.), Proceedings of the Fourth Workshop on Language Technology for Equality, Diversity, Inclusion (pp. 200–205). Association for Computational Linguistics. St. Julian's, Malta. URL: https://aclanthology.org/2024.ltedi-1.23
"|apa|inproceedings|"@inproceedings{shanmugavadivel-etal-2024-kec,
    title = ""{KEC}-{AI}-{NLP}@{LT}-{EDI}-2024:Homophobia and Transphobia Detection in Social Media Comments using Machine Learning"",
    author = ""Shanmugavadivel, Kogilavani  and
      Subramanian, Malliga  and
      R, Shri  and
      S, Srigha  and
      K, Samyuktha  and
      K, Nithika"",
    editor = {Chakravarthi, Bharathi Raja  and
      B, Bharathi  and
      Buitelaar, Paul  and
      Durairaj, Thenmozhi  and
      Kov{\'a}cs, Gy{\""o}rgy  and
      Garc{\'\i}a Cumbreras, Miguel {\'A}ngel},
    booktitle = ""Proceedings of the Fourth Workshop on Language Technology for Equality, Diversity, Inclusion"",
    month = mar,
    year = ""2024"",
    address = ""St. Julian's, Malta"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2024.ltedi-1.23"",
    pages = ""200--205"",
}
"
"Shanmugavadivel, K., Subramanian, M., M, A., T, A., & S, J. (2024, March). KEC AI DSNLP@LT-EDI-2024:caste and migration hate speech detection using machine learning techniques. In Chakravarthi, B. R., B, B., Buitelaar, P., Durairaj, T., Kovács, G., & García Cumbreras, M. Á. (Eds.), Proceedings of the Fourth Workshop on Language Technology for Equality, Diversity, Inclusion (pp. 206–210). Association for Computational Linguistics. St. Julian's, Malta. URL: https://aclanthology.org/2024.ltedi-1.24
"|apa|inproceedings|"@inproceedings{shanmugavadivel-etal-2024-kec-ai,
    title = ""{KEC} {AI} {DSNLP}@{LT}-{EDI}-2024:Caste and Migration Hate Speech Detection using Machine Learning Techniques"",
    author = ""Shanmugavadivel, Kogilavani  and
      Subramanian, Malliga  and
      M, Aiswarya  and
      T, Aruna  and
      S, Jeevaananth"",
    editor = {Chakravarthi, Bharathi Raja  and
      B, Bharathi  and
      Buitelaar, Paul  and
      Durairaj, Thenmozhi  and
      Kov{\'a}cs, Gy{\""o}rgy  and
      Garc{\'\i}a Cumbreras, Miguel {\'A}ngel},
    booktitle = ""Proceedings of the Fourth Workshop on Language Technology for Equality, Diversity, Inclusion"",
    month = mar,
    year = ""2024"",
    address = ""St. Julian's, Malta"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2024.ltedi-1.24"",
    pages = ""206--210"",
}
"
"H, S., Sivakumar, S., R, R., Jayaguptha, N., & Thenmozhi, D. (2024, March). Quartet@LT-EDI 2024: a support vector machine approach for caste and migration hate speech detection. In Chakravarthi, B. R., B, B., Buitelaar, P., Durairaj, T., Kovács, G., & García Cumbreras, M. Á. (Eds.), Proceedings of the Fourth Workshop on Language Technology for Equality, Diversity, Inclusion (pp. 211–215). Association for Computational Linguistics. St. Julian's, Malta. URL: https://aclanthology.org/2024.ltedi-1.25
"|apa|inproceedings|"@inproceedings{h-etal-2024-quartet,
    title = ""Quartet@{LT}-{EDI} 2024: A Support Vector Machine Approach For Caste and Migration Hate Speech Detection"",
    author = ""H, Shaun  and
      Sivakumar, Samyuktaa  and
      R, Rohan  and
      Jayaguptha, Nikilesh  and
      Thenmozhi, Durairaj"",
    editor = {Chakravarthi, Bharathi Raja  and
      B, Bharathi  and
      Buitelaar, Paul  and
      Durairaj, Thenmozhi  and
      Kov{\'a}cs, Gy{\""o}rgy  and
      Garc{\'\i}a Cumbreras, Miguel {\'A}ngel},
    booktitle = ""Proceedings of the Fourth Workshop on Language Technology for Equality, Diversity, Inclusion"",
    month = mar,
    year = ""2024"",
    address = ""St. Julian's, Malta"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2024.ltedi-1.25"",
    pages = ""211--215"",
}
"
"Reddy, A., Thomas, A., Moorthi, P., & B, B. (2024, March). SSN-nova@LT-EDI 2024: leveraging vectorisation techniques in an ensemble approach for stress identification in low-resource languages. In Chakravarthi, B. R., B, B., Buitelaar, P., Durairaj, T., Kovács, G., & García Cumbreras, M. Á. (Eds.), Proceedings of the Fourth Workshop on Language Technology for Equality, Diversity, Inclusion (pp. 216–220). Association for Computational Linguistics. St. Julian's, Malta. URL: https://aclanthology.org/2024.ltedi-1.26
"|apa|inproceedings|"@inproceedings{reddy-etal-2024-ssn,
    title = ""{SSN}-Nova@{LT}-{EDI} 2024: Leveraging Vectorisation Techniques in an Ensemble Approach for Stress Identification in Low-Resource Languages"",
    author = ""Reddy, A  and
      Thomas, Ann  and
      Moorthi, Pranav  and
      B, Bharathi"",
    editor = {Chakravarthi, Bharathi Raja  and
      B, Bharathi  and
      Buitelaar, Paul  and
      Durairaj, Thenmozhi  and
      Kov{\'a}cs, Gy{\""o}rgy  and
      Garc{\'\i}a Cumbreras, Miguel {\'A}ngel},
    booktitle = ""Proceedings of the Fourth Workshop on Language Technology for Equality, Diversity, Inclusion"",
    month = mar,
    year = ""2024"",
    address = ""St. Julian's, Malta"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2024.ltedi-1.26"",
    pages = ""216--220"",
}
"
"H, S., Sivakumar, S., R, R., Jayaguptha, N., & Thenmozhi, D. (2024, March). Quartet@LT-EDI 2024: a SVM-ResNet50 approach for multitask meme classification - unraveling misogynistic and trolls in online memes. In Chakravarthi, B. R., B, B., Buitelaar, P., Durairaj, T., Kovács, G., & García Cumbreras, M. Á. (Eds.), Proceedings of the Fourth Workshop on Language Technology for Equality, Diversity, Inclusion (pp. 221–226). Association for Computational Linguistics. St. Julian's, Malta. URL: https://aclanthology.org/2024.ltedi-1.27
"|apa|inproceedings|"@inproceedings{h-etal-2024-quartet-lt,
    title = ""Quartet@{LT}-{EDI} 2024: A {SVM}-{R}es{N}et50 Approach For Multitask Meme Classification - Unraveling Misogynistic and Trolls in Online Memes"",
    author = ""H, Shaun  and
      Sivakumar, Samyuktaa  and
      R, Rohan  and
      Jayaguptha, Nikilesh  and
      Thenmozhi, Durairaj"",
    editor = {Chakravarthi, Bharathi Raja  and
      B, Bharathi  and
      Buitelaar, Paul  and
      Durairaj, Thenmozhi  and
      Kov{\'a}cs, Gy{\""o}rgy  and
      Garc{\'\i}a Cumbreras, Miguel {\'A}ngel},
    booktitle = ""Proceedings of the Fourth Workshop on Language Technology for Equality, Diversity, Inclusion"",
    month = mar,
    year = ""2024"",
    address = ""St. Julian's, Malta"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2024.ltedi-1.27"",
    pages = ""221--226"",
}
"
