Referenzstring|Style|Literaturtyp|BibTeX
"Savoldi, Beatrice, Piergentili, Andrea, Fucci, Dennis, Negri, Matteo, and Bentivogli, Luisa. ""A prompt response to the demand for automatic gender-neutral translation."" Proceedings of the 18th Conference of the European Chapter of the Association for Computational Linguistics (Volume 2: Short Papers). Eds. Graham, Yvette, and Purver, Matthew. St. Julian's, Malta: Association for Computational Linguistics, 2024. 256–267. URL: https://aclanthology.org/2024.eacl-short.23
"|mla|inproceedings|"@inproceedings{savoldi-etal-2024-prompt,
    title = ""A Prompt Response to the Demand for Automatic Gender-Neutral Translation"",
    author = ""Savoldi, Beatrice  and
      Piergentili, Andrea  and
      Fucci, Dennis  and
      Negri, Matteo  and
      Bentivogli, Luisa"",
    editor = ""Graham, Yvette  and
      Purver, Matthew"",
    booktitle = ""Proceedings of the 18th Conference of the European Chapter of the Association for Computational Linguistics (Volume 2: Short Papers)"",
    month = mar,
    year = ""2024"",
    address = ""St. Julian{'}s, Malta"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2024.eacl-short.23"",
    pages = ""256--267"",
}
"
"Baan, Joris, Fernández, Raquel, Plank, Barbara, and Aziz, Wilker. ""Interpreting predictive probabilities: model confidence or human label variation?"" Proceedings of the 18th Conference of the European Chapter of the Association for Computational Linguistics (Volume 2: Short Papers). Eds. Graham, Yvette, and Purver, Matthew. St. Julian's, Malta: Association for Computational Linguistics, 2024. 268–277. URL: https://aclanthology.org/2024.eacl-short.24
"|mla|inproceedings|"@inproceedings{baan-etal-2024-interpreting,
    title = ""Interpreting Predictive Probabilities: Model Confidence or Human Label Variation?"",
    author = ""Baan, Joris  and
      Fern{\'a}ndez, Raquel  and
      Plank, Barbara  and
      Aziz, Wilker"",
    editor = ""Graham, Yvette  and
      Purver, Matthew"",
    booktitle = ""Proceedings of the 18th Conference of the European Chapter of the Association for Computational Linguistics (Volume 2: Short Papers)"",
    month = mar,
    year = ""2024"",
    address = ""St. Julian{'}s, Malta"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2024.eacl-short.24"",
    pages = ""268--277"",
}
"
"Mireshghallah, Niloofar, Mattern, Justus, Gao, Sicun, Shokri, Reza, and Berg-Kirkpatrick, Taylor. ""Smaller language models are better zero-shot machine-generated text detectors."" Proceedings of the 18th Conference of the European Chapter of the Association for Computational Linguistics (Volume 2: Short Papers). Eds. Graham, Yvette, and Purver, Matthew. St. Julian's, Malta: Association for Computational Linguistics, 2024. 278–293. URL: https://aclanthology.org/2024.eacl-short.25
"|mla|inproceedings|"@inproceedings{mireshghallah-etal-2024-smaller,
    title = ""Smaller Language Models are Better Zero-shot Machine-Generated Text Detectors"",
    author = ""Mireshghallah, Niloofar  and
      Mattern, Justus  and
      Gao, Sicun  and
      Shokri, Reza  and
      Berg-Kirkpatrick, Taylor"",
    editor = ""Graham, Yvette  and
      Purver, Matthew"",
    booktitle = ""Proceedings of the 18th Conference of the European Chapter of the Association for Computational Linguistics (Volume 2: Short Papers)"",
    month = mar,
    year = ""2024"",
    address = ""St. Julian{'}s, Malta"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2024.eacl-short.25"",
    pages = ""278--293"",
}
"
"Maurya, Kaushal, Kejriwal, Rahul, Desarkar, Maunendra, and Kunchukuttan, Anoop. ""CharSpan: utilizing lexical similarity to enable zero-shot machine translation for extremely low-resource languages."" Proceedings of the 18th Conference of the European Chapter of the Association for Computational Linguistics (Volume 2: Short Papers). Eds. Graham, Yvette, and Purver, Matthew. St. Julian's, Malta: Association for Computational Linguistics, 2024. 294–310. URL: https://aclanthology.org/2024.eacl-short.26
"|mla|inproceedings|"@inproceedings{maurya-etal-2024-charspan,
    title = ""{C}har{S}pan: Utilizing Lexical Similarity to Enable Zero-Shot Machine Translation for Extremely Low-resource Languages"",
    author = ""Maurya, Kaushal  and
      Kejriwal, Rahul  and
      Desarkar, Maunendra  and
      Kunchukuttan, Anoop"",
    editor = ""Graham, Yvette  and
      Purver, Matthew"",
    booktitle = ""Proceedings of the 18th Conference of the European Chapter of the Association for Computational Linguistics (Volume 2: Short Papers)"",
    month = mar,
    year = ""2024"",
    address = ""St. Julian{'}s, Malta"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2024.eacl-short.26"",
    pages = ""294--310"",
}
"
"Kaing, Hour, Ding, Chenchen, Tanaka, Hideki, and Utiyama, Masao. ""Robust neural machine translation for abugidas by glyph perturbation."" Proceedings of the 18th Conference of the European Chapter of the Association for Computational Linguistics (Volume 2: Short Papers). Eds. Graham, Yvette, and Purver, Matthew. St. Julian's, Malta: Association for Computational Linguistics, 2024. 311–318. URL: https://aclanthology.org/2024.eacl-short.27
"|mla|inproceedings|"@inproceedings{kaing-etal-2024-robust,
    title = ""Robust Neural Machine Translation for Abugidas by Glyph Perturbation"",
    author = ""Kaing, Hour  and
      Ding, Chenchen  and
      Tanaka, Hideki  and
      Utiyama, Masao"",
    editor = ""Graham, Yvette  and
      Purver, Matthew"",
    booktitle = ""Proceedings of the 18th Conference of the European Chapter of the Association for Computational Linguistics (Volume 2: Short Papers)"",
    month = mar,
    year = ""2024"",
    address = ""St. Julian{'}s, Malta"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2024.eacl-short.27"",
    pages = ""311--318"",
}
"
"Agrawal, Ashish, Fazili, Barah, and Jyothi, Preethi. ""Translation errors significantly impact low-resource languages in cross-lingual learning."" Proceedings of the 18th Conference of the European Chapter of the Association for Computational Linguistics (Volume 2: Short Papers). Eds. Graham, Yvette, and Purver, Matthew. St. Julian's, Malta: Association for Computational Linguistics, 2024. 319–329. URL: https://aclanthology.org/2024.eacl-short.28
"|mla|inproceedings|"@inproceedings{agrawal-etal-2024-translation,
    title = ""Translation Errors Significantly Impact Low-Resource Languages in Cross-Lingual Learning"",
    author = ""Agrawal, Ashish  and
      Fazili, Barah  and
      Jyothi, Preethi"",
    editor = ""Graham, Yvette  and
      Purver, Matthew"",
    booktitle = ""Proceedings of the 18th Conference of the European Chapter of the Association for Computational Linguistics (Volume 2: Short Papers)"",
    month = mar,
    year = ""2024"",
    address = ""St. Julian{'}s, Malta"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2024.eacl-short.28"",
    pages = ""319--329"",
}
"
"Wu, Yunshu, Iso, Hayate, Pezeshkpour, Pouya, Bhutani, Nikita, and Hruschka, Estevam. ""Less is more for long document summary evaluation by LLMs."" Proceedings of the 18th Conference of the European Chapter of the Association for Computational Linguistics (Volume 2: Short Papers). Eds. Graham, Yvette, and Purver, Matthew. St. Julian's, Malta: Association for Computational Linguistics, 2024. 330–343. URL: https://aclanthology.org/2024.eacl-short.29
"|mla|inproceedings|"@inproceedings{wu-etal-2024-less,
    title = ""Less is More for Long Document Summary Evaluation by {LLM}s"",
    author = ""Wu, Yunshu  and
      Iso, Hayate  and
      Pezeshkpour, Pouya  and
      Bhutani, Nikita  and
      Hruschka, Estevam"",
    editor = ""Graham, Yvette  and
      Purver, Matthew"",
    booktitle = ""Proceedings of the 18th Conference of the European Chapter of the Association for Computational Linguistics (Volume 2: Short Papers)"",
    month = mar,
    year = ""2024"",
    address = ""St. Julian{'}s, Malta"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2024.eacl-short.29"",
    pages = ""330--343"",
}
"
"Sun, Zhaoyue, Pergola, Gabriele, Wallace, Byron, and He, Yulan. ""Leveraging ChatGPT in pharmacovigilance event extraction: an empirical study."" Proceedings of the 18th Conference of the European Chapter of the Association for Computational Linguistics (Volume 2: Short Papers). Eds. Graham, Yvette, and Purver, Matthew. St. Julian's, Malta: Association for Computational Linguistics, 2024. 344–357. URL: https://aclanthology.org/2024.eacl-short.30
"|mla|inproceedings|"@inproceedings{sun-etal-2024-leveraging,
    title = ""Leveraging {C}hat{GPT} in Pharmacovigilance Event Extraction: An Empirical Study"",
    author = ""Sun, Zhaoyue  and
      Pergola, Gabriele  and
      Wallace, Byron  and
      He, Yulan"",
    editor = ""Graham, Yvette  and
      Purver, Matthew"",
    booktitle = ""Proceedings of the 18th Conference of the European Chapter of the Association for Computational Linguistics (Volume 2: Short Papers)"",
    month = mar,
    year = ""2024"",
    address = ""St. Julian{'}s, Malta"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2024.eacl-short.30"",
    pages = ""344--357"",
}
"
"Schneider, Phillip, Klettner, Manuel, Simperl, Elena, and Matthes, Florian. ""A comparative analysis of conversational large language models in knowledge-based text generation."" Proceedings of the 18th Conference of the European Chapter of the Association for Computational Linguistics (Volume 2: Short Papers). Eds. Graham, Yvette, and Purver, Matthew. St. Julian's, Malta: Association for Computational Linguistics, 2024. 358–367. URL: https://aclanthology.org/2024.eacl-short.31
"|mla|inproceedings|"@inproceedings{schneider-etal-2024-comparative,
    title = ""A Comparative Analysis of Conversational Large Language Models in Knowledge-Based Text Generation"",
    author = ""Schneider, Phillip  and
      Klettner, Manuel  and
      Simperl, Elena  and
      Matthes, Florian"",
    editor = ""Graham, Yvette  and
      Purver, Matthew"",
    booktitle = ""Proceedings of the 18th Conference of the European Chapter of the Association for Computational Linguistics (Volume 2: Short Papers)"",
    month = mar,
    year = ""2024"",
    address = ""St. Julian{'}s, Malta"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2024.eacl-short.31"",
    pages = ""358--367"",
}
"
"Jiaramaneepinit, Boonnithi, Chay-intr, Thodsaporn, Funakoshi, Kotaro, and Okumura, Manabu. ""Extreme fine-tuning: a novel and fast fine-tuning approach for text classification."" Proceedings of the 18th Conference of the European Chapter of the Association for Computational Linguistics (Volume 2: Short Papers). Eds. Graham, Yvette, and Purver, Matthew. St. Julian's, Malta: Association for Computational Linguistics, 2024. 368–379. URL: https://aclanthology.org/2024.eacl-short.32
"|mla|inproceedings|"@inproceedings{jiaramaneepinit-etal-2024-extreme,
    title = ""Extreme Fine-tuning: A Novel and Fast Fine-tuning Approach for Text Classification"",
    author = ""Jiaramaneepinit, Boonnithi  and
      Chay-intr, Thodsaporn  and
      Funakoshi, Kotaro  and
      Okumura, Manabu"",
    editor = ""Graham, Yvette  and
      Purver, Matthew"",
    booktitle = ""Proceedings of the 18th Conference of the European Chapter of the Association for Computational Linguistics (Volume 2: Short Papers)"",
    month = mar,
    year = ""2024"",
    address = ""St. Julian{'}s, Malta"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2024.eacl-short.32"",
    pages = ""368--379"",
}
"
"Hu, Vincent, Wu, Di, Asano, Yuki, Mettes, Pascal, Fernando, Basura, Ommer, Björn, and Snoek, Cees. ""Flow matching for conditional text generation in a few sampling steps."" Proceedings of the 18th Conference of the European Chapter of the Association for Computational Linguistics (Volume 2: Short Papers). Eds. Graham, Yvette, and Purver, Matthew. St. Julian's, Malta: Association for Computational Linguistics, 2024. 380–392. URL: https://aclanthology.org/2024.eacl-short.33
"|mla|inproceedings|"@inproceedings{hu-etal-2024-flow,
    title = ""Flow Matching for Conditional Text Generation in a Few Sampling Steps"",
    author = {Hu, Vincent  and
      Wu, Di  and
      Asano, Yuki  and
      Mettes, Pascal  and
      Fernando, Basura  and
      Ommer, Bj{\""o}rn  and
      Snoek, Cees},
    editor = ""Graham, Yvette  and
      Purver, Matthew"",
    booktitle = ""Proceedings of the 18th Conference of the European Chapter of the Association for Computational Linguistics (Volume 2: Short Papers)"",
    month = mar,
    year = ""2024"",
    address = ""St. Julian{'}s, Malta"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2024.eacl-short.33"",
    pages = ""380--392"",
}
"
"Lei, Yibin, Cao, Yu, Zhou, Tianyi, Shen, Tao, and Yates, Andrew. ""Corpus-steered query expansion with large language models."" Proceedings of the 18th Conference of the European Chapter of the Association for Computational Linguistics (Volume 2: Short Papers). Eds. Graham, Yvette, and Purver, Matthew. St. Julian's, Malta: Association for Computational Linguistics, 2024. 393–401. URL: https://aclanthology.org/2024.eacl-short.34
"|mla|inproceedings|"@inproceedings{lei-etal-2024-corpus,
    title = ""Corpus-Steered Query Expansion with Large Language Models"",
    author = ""Lei, Yibin  and
      Cao, Yu  and
      Zhou, Tianyi  and
      Shen, Tao  and
      Yates, Andrew"",
    editor = ""Graham, Yvette  and
      Purver, Matthew"",
    booktitle = ""Proceedings of the 18th Conference of the European Chapter of the Association for Computational Linguistics (Volume 2: Short Papers)"",
    month = mar,
    year = ""2024"",
    address = ""St. Julian{'}s, Malta"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2024.eacl-short.34"",
    pages = ""393--401"",
}
"
"Weller, Orion, Khan, Aleem, Weir, Nathaniel, Lawrie, Dawn, and Van Durme, Benjamin. ""Defending against disinformation attacks in open-domain question answering."" Proceedings of the 18th Conference of the European Chapter of the Association for Computational Linguistics (Volume 2: Short Papers). Eds. Graham, Yvette, and Purver, Matthew. St. Julian's, Malta: Association for Computational Linguistics, 2024. 402–417. URL: https://aclanthology.org/2024.eacl-short.35
"|mla|inproceedings|"@inproceedings{weller-etal-2024-defending,
    title = ""Defending Against Disinformation Attacks in Open-Domain Question Answering"",
    author = ""Weller, Orion  and
      Khan, Aleem  and
      Weir, Nathaniel  and
      Lawrie, Dawn  and
      Van Durme, Benjamin"",
    editor = ""Graham, Yvette  and
      Purver, Matthew"",
    booktitle = ""Proceedings of the 18th Conference of the European Chapter of the Association for Computational Linguistics (Volume 2: Short Papers)"",
    month = mar,
    year = ""2024"",
    address = ""St. Julian{'}s, Malta"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2024.eacl-short.35"",
    pages = ""402--417"",
}
"
"Yoda, Shohei, Tsukagoshi, Hayato, Sasano, Ryohei, and Takeda, Koichi. ""Sentence representations via Gaussian embedding."" Proceedings of the 18th Conference of the European Chapter of the Association for Computational Linguistics (Volume 2: Short Papers). Eds. Graham, Yvette, and Purver, Matthew. St. Julian's, Malta: Association for Computational Linguistics, 2024. 418–425. URL: https://aclanthology.org/2024.eacl-short.36
"|mla|inproceedings|"@inproceedings{yoda-etal-2024-sentence,
    title = ""Sentence Representations via {G}aussian Embedding"",
    author = ""Yoda, Shohei  and
      Tsukagoshi, Hayato  and
      Sasano, Ryohei  and
      Takeda, Koichi"",
    editor = ""Graham, Yvette  and
      Purver, Matthew"",
    booktitle = ""Proceedings of the 18th Conference of the European Chapter of the Association for Computational Linguistics (Volume 2: Short Papers)"",
    month = mar,
    year = ""2024"",
    address = ""St. Julian{'}s, Malta"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2024.eacl-short.36"",
    pages = ""418--425"",
}
"
"Tankala, Pavan, Jyothi, Preethi, Rao, Preeti, and Bhattacharyya, Pushpak. ""STORiCo: storytelling TTS for Hindi with character voice modulation."" Proceedings of the 18th Conference of the European Chapter of the Association for Computational Linguistics (Volume 2: Short Papers). Eds. Graham, Yvette, and Purver, Matthew. St. Julian's, Malta: Association for Computational Linguistics, 2024. 426–431. URL: https://aclanthology.org/2024.eacl-short.37
"|mla|inproceedings|"@inproceedings{tankala-etal-2024-storico,
    title = ""{STOR}i{C}o: Storytelling {TTS} for {H}indi with Character Voice Modulation"",
    author = ""Tankala, Pavan  and
      Jyothi, Preethi  and
      Rao, Preeti  and
      Bhattacharyya, Pushpak"",
    editor = ""Graham, Yvette  and
      Purver, Matthew"",
    booktitle = ""Proceedings of the 18th Conference of the European Chapter of the Association for Computational Linguistics (Volume 2: Short Papers)"",
    month = mar,
    year = ""2024"",
    address = ""St. Julian{'}s, Malta"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2024.eacl-short.37"",
    pages = ""426--431"",
}
"
"Mukobara, Yuta, Shigeto, Yutaro, and Shimbo, Masashi. ""Rethinking loss functions for fact verification."" Proceedings of the 18th Conference of the European Chapter of the Association for Computational Linguistics (Volume 2: Short Papers). Eds. Graham, Yvette, and Purver, Matthew. St. Julian's, Malta: Association for Computational Linguistics, 2024. 432–442. URL: https://aclanthology.org/2024.eacl-short.38
"|mla|inproceedings|"@inproceedings{mukobara-etal-2024-rethinking,
    title = ""Rethinking Loss Functions for Fact Verification"",
    author = ""Mukobara, Yuta  and
      Shigeto, Yutaro  and
      Shimbo, Masashi"",
    editor = ""Graham, Yvette  and
      Purver, Matthew"",
    booktitle = ""Proceedings of the 18th Conference of the European Chapter of the Association for Computational Linguistics (Volume 2: Short Papers)"",
    month = mar,
    year = ""2024"",
    address = ""St. Julian{'}s, Malta"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2024.eacl-short.38"",
    pages = ""432--442"",
}
"
"Toker, Michael, Mishali, Oren, Münz-Manor, Ophir, Kimelfeld, Benny, and Belinkov, Yonatan. ""A dataset for metaphor detection in early medieval Hebrew poetry."" Proceedings of the 18th Conference of the European Chapter of the Association for Computational Linguistics (Volume 2: Short Papers). Eds. Graham, Yvette, and Purver, Matthew. St. Julian's, Malta: Association for Computational Linguistics, 2024. 443–453. URL: https://aclanthology.org/2024.eacl-short.39
"|mla|inproceedings|"@inproceedings{toker-etal-2024-dataset,
    title = ""A Dataset for Metaphor Detection in Early Medieval {H}ebrew Poetry"",
    author = {Toker, Michael  and
      Mishali, Oren  and
      M{\""u}nz-Manor, Ophir  and
      Kimelfeld, Benny  and
      Belinkov, Yonatan},
    editor = ""Graham, Yvette  and
      Purver, Matthew"",
    booktitle = ""Proceedings of the 18th Conference of the European Chapter of the Association for Computational Linguistics (Volume 2: Short Papers)"",
    month = mar,
    year = ""2024"",
    address = ""St. Julian{'}s, Malta"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2024.eacl-short.39"",
    pages = ""443--453"",
}
"
"Dey, Gourab, V Ganesan, Adithya, Lal, Yash Kumar, Shah, Manal, Sinha, Shreyashee, Matero, Matthew, Giorgi, Salvatore, Kulkarni, Vivek, and Schwartz, H. ""SOCIALITE-LLAMA: an instruction-tuned model for social scientific tasks."" Proceedings of the 18th Conference of the European Chapter of the Association for Computational Linguistics (Volume 2: Short Papers). Eds. Graham, Yvette, and Purver, Matthew. St. Julian's, Malta: Association for Computational Linguistics, 2024. 454–468. URL: https://aclanthology.org/2024.eacl-short.40
"|mla|inproceedings|"@inproceedings{dey-etal-2024-socialite,
    title = ""{SOCIALITE}-{LLAMA}: An Instruction-Tuned Model for Social Scientific Tasks"",
    author = ""Dey, Gourab  and
      V Ganesan, Adithya  and
      Lal, Yash Kumar  and
      Shah, Manal  and
      Sinha, Shreyashee  and
      Matero, Matthew  and
      Giorgi, Salvatore  and
      Kulkarni, Vivek  and
      Schwartz, H."",
    editor = ""Graham, Yvette  and
      Purver, Matthew"",
    booktitle = ""Proceedings of the 18th Conference of the European Chapter of the Association for Computational Linguistics (Volume 2: Short Papers)"",
    month = mar,
    year = ""2024"",
    address = ""St. Julian{'}s, Malta"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2024.eacl-short.40"",
    pages = ""454--468"",
}
"
"Campese, Stefano, Lauriola, Ivano, and Moschitti, Alessandro. ""Pre-training methods for question reranking."" Proceedings of the 18th Conference of the European Chapter of the Association for Computational Linguistics (Volume 2: Short Papers). Eds. Graham, Yvette, and Purver, Matthew. St. Julian's, Malta: Association for Computational Linguistics, 2024. 469–476. URL: https://aclanthology.org/2024.eacl-short.41
"|mla|inproceedings|"@inproceedings{campese-etal-2024-pre,
    title = ""Pre-Training Methods for Question Reranking"",
    author = ""Campese, Stefano  and
      Lauriola, Ivano  and
      Moschitti, Alessandro"",
    editor = ""Graham, Yvette  and
      Purver, Matthew"",
    booktitle = ""Proceedings of the 18th Conference of the European Chapter of the Association for Computational Linguistics (Volume 2: Short Papers)"",
    month = mar,
    year = ""2024"",
    address = ""St. Julian{'}s, Malta"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2024.eacl-short.41"",
    pages = ""469--476"",
}
"
"Ankner, Zachary, Saphra, Naomi, Blalock, Davis, Frankle, Jonathan, and Leavitt, Matthew. ""Dynamic masking rate schedules for MLM pretraining."" Proceedings of the 18th Conference of the European Chapter of the Association for Computational Linguistics (Volume 2: Short Papers). Eds. Graham, Yvette, and Purver, Matthew. St. Julian's, Malta: Association for Computational Linguistics, 2024. 477–487. URL: https://aclanthology.org/2024.eacl-short.42
"|mla|inproceedings|"@inproceedings{ankner-etal-2024-dynamic,
    title = ""Dynamic Masking Rate Schedules for {MLM} Pretraining"",
    author = ""Ankner, Zachary  and
      Saphra, Naomi  and
      Blalock, Davis  and
      Frankle, Jonathan  and
      Leavitt, Matthew"",
    editor = ""Graham, Yvette  and
      Purver, Matthew"",
    booktitle = ""Proceedings of the 18th Conference of the European Chapter of the Association for Computational Linguistics (Volume 2: Short Papers)"",
    month = mar,
    year = ""2024"",
    address = ""St. Julian{'}s, Malta"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2024.eacl-short.42"",
    pages = ""477--487"",
}
"
"Quan, Xin, Valentino, Marco, Dennis, Louise, and Freitas, Andre. ""Enhancing ethical explanations of large language models through iterative symbolic refinement."" Proceedings of the 18th Conference of the European Chapter of the Association for Computational Linguistics (Volume 1: Long Papers). Eds. Graham, Yvette, and Purver, Matthew. St. Julian's, Malta: Association for Computational Linguistics, 2024. 1–22. URL: https://aclanthology.org/2024.eacl-long.1
"|mla|inproceedings|"@inproceedings{quan-etal-2024-enhancing,
    title = ""Enhancing Ethical Explanations of Large Language Models through Iterative Symbolic Refinement"",
    author = ""Quan, Xin  and
      Valentino, Marco  and
      Dennis, Louise  and
      Freitas, Andre"",
    editor = ""Graham, Yvette  and
      Purver, Matthew"",
    booktitle = ""Proceedings of the 18th Conference of the European Chapter of the Association for Computational Linguistics (Volume 1: Long Papers)"",
    month = mar,
    year = ""2024"",
    address = ""St. Julian{'}s, Malta"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2024.eacl-long.1"",
    pages = ""1--22"",
}
"
"Valentino, Marco, Carvalho, Danilo, and Freitas, Andre. ""Multi-relational hyperbolic word embeddings from natural language definitions."" Proceedings of the 18th Conference of the European Chapter of the Association for Computational Linguistics (Volume 1: Long Papers). Eds. Graham, Yvette, and Purver, Matthew. St. Julian's, Malta: Association for Computational Linguistics, 2024. 23–34. URL: https://aclanthology.org/2024.eacl-long.2
"|mla|inproceedings|"@inproceedings{valentino-etal-2024-multi,
    title = ""Multi-Relational Hyperbolic Word Embeddings from Natural Language Definitions"",
    author = ""Valentino, Marco  and
      Carvalho, Danilo  and
      Freitas, Andre"",
    editor = ""Graham, Yvette  and
      Purver, Matthew"",
    booktitle = ""Proceedings of the 18th Conference of the European Chapter of the Association for Computational Linguistics (Volume 1: Long Papers)"",
    month = mar,
    year = ""2024"",
    address = ""St. Julian{'}s, Malta"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2024.eacl-long.2"",
    pages = ""23--34"",
}
"
"Godey, Nathan, Clergerie, Éric, and Sagot, Benoît. ""Anisotropy is inherent to self-attention in transformers."" Proceedings of the 18th Conference of the European Chapter of the Association for Computational Linguistics (Volume 1: Long Papers). Eds. Graham, Yvette, and Purver, Matthew. St. Julian's, Malta: Association for Computational Linguistics, 2024. 35–48. URL: https://aclanthology.org/2024.eacl-long.3
"|mla|inproceedings|"@inproceedings{godey-etal-2024-anisotropy,
    title = ""Anisotropy Is Inherent to Self-Attention in Transformers"",
    author = ""Godey, Nathan  and
      Clergerie, {\'E}ric  and
      Sagot, Beno{\^\i}t"",
    editor = ""Graham, Yvette  and
      Purver, Matthew"",
    booktitle = ""Proceedings of the 18th Conference of the European Chapter of the Association for Computational Linguistics (Volume 1: Long Papers)"",
    month = mar,
    year = ""2024"",
    address = ""St. Julian{'}s, Malta"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2024.eacl-long.3"",
    pages = ""35--48"",
}
"
"Muhlgay, Dor, Ram, Ori, Magar, Inbal, Levine, Yoav, Ratner, Nir, Belinkov, Yonatan, Abend, Omri, Leyton-Brown, Kevin, Shashua, Amnon, and Shoham, Yoav. ""Generating benchmarks for factuality evaluation of language models."" Proceedings of the 18th Conference of the European Chapter of the Association for Computational Linguistics (Volume 1: Long Papers). Eds. Graham, Yvette, and Purver, Matthew. St. Julian's, Malta: Association for Computational Linguistics, 2024. 49–66. URL: https://aclanthology.org/2024.eacl-long.4
"|mla|inproceedings|"@inproceedings{muhlgay-etal-2024-generating,
    title = ""Generating Benchmarks for Factuality Evaluation of Language Models"",
    author = ""Muhlgay, Dor  and
      Ram, Ori  and
      Magar, Inbal  and
      Levine, Yoav  and
      Ratner, Nir  and
      Belinkov, Yonatan  and
      Abend, Omri  and
      Leyton-Brown, Kevin  and
      Shashua, Amnon  and
      Shoham, Yoav"",
    editor = ""Graham, Yvette  and
      Purver, Matthew"",
    booktitle = ""Proceedings of the 18th Conference of the European Chapter of the Association for Computational Linguistics (Volume 1: Long Papers)"",
    month = mar,
    year = ""2024"",
    address = ""St. Julian{'}s, Malta"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2024.eacl-long.4"",
    pages = ""49--66"",
}
"
"Balloccu, Simone, Schmidtová, Patrícia, Lango, Mateusz, and Dusek, Ondrej. ""Leak, cheat, repeat: data contamination and evaluation malpractices in closed-source LLMs."" Proceedings of the 18th Conference of the European Chapter of the Association for Computational Linguistics (Volume 1: Long Papers). Eds. Graham, Yvette, and Purver, Matthew. St. Julian's, Malta: Association for Computational Linguistics, 2024. 67–93. URL: https://aclanthology.org/2024.eacl-long.5
"|mla|inproceedings|"@inproceedings{balloccu-etal-2024-leak,
    title = ""Leak, Cheat, Repeat: Data Contamination and Evaluation Malpractices in Closed-Source {LLM}s"",
    author = ""Balloccu, Simone  and
      Schmidtov{\'a}, Patr{\'\i}cia  and
      Lango, Mateusz  and
      Dusek, Ondrej"",
    editor = ""Graham, Yvette  and
      Purver, Matthew"",
    booktitle = ""Proceedings of the 18th Conference of the European Chapter of the Association for Computational Linguistics (Volume 1: Long Papers)"",
    month = mar,
    year = ""2024"",
    address = ""St. Julian{'}s, Malta"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2024.eacl-long.5"",
    pages = ""67--93"",
}
"
"Zheng, Danna, Lapata, Mirella, and Pan, Jeff. ""Archer: a human-labeled text-to-SQL dataset with arithmetic, commonsense and hypothetical reasoning."" Proceedings of the 18th Conference of the European Chapter of the Association for Computational Linguistics (Volume 1: Long Papers). Eds. Graham, Yvette, and Purver, Matthew. St. Julian's, Malta: Association for Computational Linguistics, 2024. 94–111. URL: https://aclanthology.org/2024.eacl-long.6
"|mla|inproceedings|"@inproceedings{zheng-etal-2024-archer,
    title = ""Archer: A Human-Labeled Text-to-{SQL} Dataset with Arithmetic, Commonsense and Hypothetical Reasoning"",
    author = ""Zheng, Danna  and
      Lapata, Mirella  and
      Pan, Jeff"",
    editor = ""Graham, Yvette  and
      Purver, Matthew"",
    booktitle = ""Proceedings of the 18th Conference of the European Chapter of the Association for Computational Linguistics (Volume 1: Long Papers)"",
    month = mar,
    year = ""2024"",
    address = ""St. Julian{'}s, Malta"",
    publisher = ""Association for Computational Linguistics"",
    url = ""https://aclanthology.org/2024.eacl-long.6"",
    pages = ""94--111"",
}
"
